08/02/1993,Time,14:16,Type,Tupolev Tu-154M,Owner/operator,Iran Airtour,Registration,EP-ITD,MSN,91A903,Year of manufacture,1991,Engine model,Soloviev D-30KU-154-II,Fatalities,Fatalities: 131 / Occupants: 131,Other fatalities,2,Aircraft damage,Destroyed, written off,Category,Accident,Location,15 km from Tehran-Mehrabad Airport (THR) -  ,"	   Iran",Phase,En route,Nature,Passenger - Non-Scheduled/charter/Air Taxi,Departure airport,Tehran-Mehrabad Airport (THR/OIII),Destination airport,Mashhad Airport (MHD/OIMM),Confidence Rating,Information verified through data from accident investigation authorities,,,,,,,,,,
10/04/2010,Time,10:41,Type,Tupolev Tu-154M,Owner/operator,Polish Air Force,Registration,101,MSN,90A837,Year of manufacture,1990,Total airframe hrs,5143 hours,Cycles,3899 flights,Engine model,Soloviev D-30KU-154-II,Fatalities,Fatalities: 96 / Occupants: 96,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,ca 1 km E of Smolensk Air Base -  ,"	   Russia",Phase,Approach,Nature,Military,Departure airport,Warszawa-Frédéric Chopin Airport (WAW/EPWA),Destination airport,Smolensk Air Base (XUBS),Investigating agency,MAK,Confidence Rating,Accident investigation report completed and information captured,,,,
12/05/2010,Time,6:01,Type,Airbus A330-202,Owner/operator,Afriqiyah Airways,Registration,5A-ONG,MSN,1024,Year of manufacture,2009,Total airframe hrs,2175 hours,Cycles,572 flights,Engine model,GE CF6-80E1A4,Fatalities,Fatalities: 103 / Occupants: 104,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,ca 0,9 km W of Tripoli International Airport (TIP) -  ,"	   Libya",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Johannesburg-O.R. Tambo International Airport (JNB/FAOR),Destination airport,Tripoli International Airport (TIP/HLLT),Investigating agency,CAA Libya,Confidence Rating,Accident investigation report completed and information captured,,,
22/05/2010,Time,6:05,Type,Boeing 737-8HG (WL),Owner/operator,Air India Express,Registration,VT-AXV,MSN,36333/2481,Year of manufacture,2007,Total airframe hrs,7199 hours,Cycles,2833 flights,Engine model,CFMI CFM56-7B27/3,Fatalities,Fatalities: 158 / Occupants: 166,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Mangalore-Bajpe Airport (IXE) -  ,"	   India",Phase,Landing,Nature,Passenger - Scheduled,Departure airport,Dubai Airport (DXB/OMDB),Destination airport,Mangalore-Bajpe Airport (IXE/VOML),Investigating agency,MoCA India,Confidence Rating,Accident investigation report completed and information captured,,,,
28/07/2010,Time,9:41,Type,Airbus A321-231,Owner/operator,Airblue,Registration,AP-BJB,MSN,1218,Year of manufacture,2000,Total airframe hrs,34018 hours,Cycles,13566 flights,Engine model,IAE V2533-A5,Fatalities,Fatalities: 152 / Occupants: 152,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,15 km NNW of Islamabad-Benazir Bhutto International Airport (ISB) -  ,"	   Pakistan",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Karachi-Jinnah International Airport (KHI/OPKC),Destination airport,Islamabad International Airport (ISB/OPRN),Investigating agency,PakCAA,Confidence Rating,Accident investigation report completed and information captured,,,,
04/11/2010,Time,17:51,Type,ATR 72-212,Owner/operator,Aerocaribbean,Registration,CU-T1549,MSN,459,Year of manufacture,1995,Total airframe hrs,25000 hours,Cycles,34500 flights,Engine model,P&W Canada PW127,Fatalities,Fatalities: 68 / Occupants: 68,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,near Guasimal, Sancti Spiritus Province -  ,"	   Cuba",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Santiago-Antonio Maceo Airport (SCU/MUCU),Destination airport,Havana-José Martí International Airport (HAV/MUHA),Confidence Rating,Information is only available from news, social media or unofficial sources,,,,
09/01/2011,Time,19:31,Type,Boeing 727-286,Owner/operator,Iran Air,Registration,EP-IRP,MSN,20945/1048,Year of manufacture,1974,Total airframe hrs,9019 hours,Engine model,P&W JT8D-15,Fatalities,Fatalities: 78 / Occupants: 105,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,15 km SE of Urmia (Orumiyeh) Airport (OMH) -  ,"	   Iran",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Tehran-Mehrabad Airport (THR/OIII),Destination airport,Urmia (Orumiyeh) Airport (OMH/OITR),Confidence Rating,Accident investigation report completed and information captured,,,,,,,,
08/07/2011,Time,15:11,Type,Boeing 727-22 (WL),Owner/operator,Hewa Bora Airways,Registration,9Q-COP,MSN,18323/136,Year of manufacture,1965,Engine model,Pratt & Whitney JT8D-7 (HK3),Fatalities,Fatalities: 77 / Occupants: 115,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Kisangani-Bangoka International Airport (FKI) -  ,"	   Congo (Democratic Republic)",Phase,Landing,Nature,Passenger - Scheduled,Departure airport,Kinshasa-N'Djili Airport (FIH/FZAA),Destination airport,Kisangani-Bangoka International Airport (FKI/FZIC),Confidence Rating,Information is only available from news, social media or unofficial sources,,,,,,,,,
26/07/2011,Time,9:00,Type,Lockheed C-130H Hercules,Owner/operator,Royal Moroccan Air Force,Registration,CNA-OQ,MSN,4892,Year of manufacture,1981,Engine model,Allison T56-A-15,Fatalities,Fatalities: 80 / Occupants: 80,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,10 km E of Goulimime Airport (GLN) -  ,"	   Morocco",Phase,Approach,Nature,Military,Departure airport,Dakhla (Villa Cisneros), Western Sahara (VIL/GMMH),Destination airport,Goulimime Airport (GLN),Confidence Rating,Information is only available from news, social media or unofficial sources,,,,,,,,
20/04/2012,Time,18:40,Type,Boeing 737-236A,Owner/operator,Bhoja Airlines,Registration,AP-BKC,MSN,23167/1074,Year of manufacture,1984,Total airframe hrs,46933 hours,Cycles,37824 flights,Engine model,P&W JT8D-15A,Fatalities,Fatalities: 127 / Occupants: 127,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,4,2 km SE of Islamabad-Benazir Bhutto International Airport (ISB) -  ,"	   Pakistan",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Karachi-Jinnah International Airport (KHI/OPKC),Destination airport,Islamabad International Airport (ISB/OPRN),Investigating agency,PakCAA,Confidence Rating,Accident investigation report completed and information captured,,,
03/06/2012,Time,15:45,Type,McDonnell Douglas DC-9-83 (MD-83),Owner/operator,Dana Air,Registration,5N-RAM,MSN,53019/1783,Year of manufacture,1990,Total airframe hrs,60846 hours,Cycles,35219 flights,Engine model,P&W JT8D-219,Fatalities,Fatalities: 153 / Occupants: 153,Other fatalities,6,Aircraft damage,Destroyed, written off,Category,Accident,Location,9,3 km N of Lagos-Murtala Muhammed International Airport (LOS) -  ,"	   Nigeria",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Abuja-Nnamdi Azikiwe International Airport (ABV/DNAA),Destination airport,Lagos-Murtala Muhammed International Airport (LOS/DNMM),Investigating agency,AIB Nigeria,Confidence Rating,Accident investigation report completed and information captured,,,
17/11/2013,Time,19:23,Type,Boeing 737-53A,Owner/operator,Tatarstan Airlines,Registration,VQ-BBN,MSN,24785/1882,Year of manufacture,1990,Total airframe hrs,51547 hours,Cycles,36596 flights,Engine model,CFMI CFM56-3C1,Fatalities,Fatalities: 50 / Occupants: 50,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Kazan International Airport (KZN) -  ,"	   Russia",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Moskva-Domodedovo Airport (DME/UUDD),Destination airport,Kazan International Airport (KZN/UWKD),Investigating agency,MAK,Confidence Rating,Accident investigation report completed and information captured,,,,
11/02/2014,Time,11:38,Type,Lockheed C-130H-30 Hercules,Owner/operator,Al Quwwat al-Jawwiya al-Jaza'eriya,Registration,7T-WHM,MSN,4919,Year of manufacture,1982,Fatalities,Fatalities: 76 / Occupants: 77,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,near Aïn Kercha -  ,"	   Algeria",Phase,Approach,Nature,Military,Departure airport,Ouargla-Ain Beida Airport (OGX/DAUU),Destination airport,Constantine-Mohamed Boudiaf International Airport (CZL/DABC),,,,,,,,,,,,,,
08/03/2014,Time,8:11,Type,Boeing 777-2H6ER,Owner/operator,Malaysia Airlines,Registration,9M-MRO,MSN,28420/404,Year of manufacture,2002,Total airframe hrs,53471 hours,Cycles,7526 flights,Engine model,Rolls-Royce Trent 892B,Fatalities,Fatalities: 239 / Occupants: 239,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,within Indian Ocean -  ,"	   Indian Ocean",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Kuala Lumpur International Airport (KUL/WMKK),Destination airport,Beijing-Capital International Airport (PEK/ZBAA),Investigating agency,MH370,Confidence Rating,Accident investigation report completed and information captured,,,,
17/07/2014,Time,16:20,Type,Boeing 777-2H6ER,Owner/operator,Malaysia Airlines,Registration,9M-MRD,MSN,28411/84,Year of manufacture,1997,Total airframe hrs,76322 hours,Cycles,11434 flights,Engine model,Rolls-Royce Trent 892B,Fatalities,Fatalities: 298 / Occupants: 298,Other fatalities,0,Aircraft damage,Destroyed,Category,Unlawful Interference,Location,Hrabove -  ,"	   Ukraine",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Amsterdam-Schiphol International Airport (AMS/EHAM),Destination airport,Kuala Lumpur International Airport (KUL/WMKK),Investigating agency,Dutch Safety Board,Confidence Rating,Accident investigation report completed and information captured,,,,,
24/07/2014,Time,1:47,Type,McDonnell Douglas DC-9-83 (MD-83),Owner/operator,Air Algérie, lsf Swiftair,Registration,EC-LTV,MSN,53190/2148,Year of manufacture,1996,Total airframe hrs,38362 hours,Cycles,32390 flights,Engine model,P&W JT8D-219,Fatalities,Fatalities: 116 / Occupants: 116,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,80 km NW of Gossi -  ,"	   Mali",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Ouagadougou Airport (OUA/DFFD),Destination airport,Algiers-Houari Boumediene Airport (ALG/DAAG),Investigating agency,CEAIAC,Confidence Rating,Accident investigation report completed and information captured,,,
28/12/2014,Time,6:18,Type,Airbus A320-216,Owner/operator,Indonesia AirAsia,Registration,PK-AXC,MSN,3648,Year of manufacture,2008,Total airframe hrs,23039 hours,Cycles,13610 flights,Engine model,CFMI CFM56-5B6,Fatalities,Fatalities: 162 / Occupants: 162,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Karimata Strait -  ,"	   Indonesia",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Surabaya-Juanda Airport (SUB/WARR),Destination airport,Singapore-Changi International Airport (SIN/WSSS),Investigating agency,NTSC,Confidence Rating,Accident investigation report completed and information captured,,,,
24/03/2015,Time,10:41,Type,Airbus A320-211,Owner/operator,Germanwings,Registration,D-AIPX,MSN,147,Year of manufacture,1990,Total airframe hrs,58313 hours,Cycles,46748 flights,Engine model,CFMI CFM56-5A1,Fatalities,Fatalities: 150 / Occupants: 150,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Unlawful Interference,Location,Prads-Haute-Bléone -  ,"	   France",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Barcelona-El Prat Josep Tarradellas Airport (BCN/LEBL),Destination airport,Düsseldorf International Airport (DUS/EDDL),Investigating agency,BEA,Confidence Rating,Accident investigation report completed and information captured,,,,
30/06/2015,Time,11:50,Type,Lockheed C-130B Hercules,Owner/operator,Tentara Nasional Indonesia-AU (Air Force),Registration,A-1310,MSN,3616,Year of manufacture,1961,Engine model,Allison T56-A-7,Fatalities,Fatalities: 122 / Occupants: 122,Other fatalities,17,Aircraft damage,Destroyed, written off,Category,Accident,Location,4,7 km SW of Medan-Soewondo Air Force Base (MES) -  ,"	   Indonesia",Phase,Initial climb,Nature,Military,Departure airport,Medan-Soewondo Air Force Base (MES/WIMK),Destination airport,Tanjung Pinang-Kidjang Airport (TNJ/WIDN),Confidence Rating,Information is only available from news, social media or unofficial sources,,,,,,,,
16/08/2015,Time,14:55,Type,ATR 42-300,Owner/operator,Trigana Air Service,Registration,PK-YRN,MSN,102,Year of manufacture,1988,Total airframe hrs,50133 hours,Cycles,55663 flights,Engine model,Pratt & Whitney Canada PW120,Fatalities,Fatalities: 54 / Occupants: 54,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,16,7 km NW of Oksibil Airport (OKL) -  ,"	   Indonesia",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Jayapura-Sentani Airport (DJJ/WAJJ),Destination airport,Oksibil Airport (OKL/WAJO),Investigating agency,NTSC,Confidence Rating,Accident investigation report completed and information captured,,,
31/10/2015,Time,6:13,Type,Airbus A321-231,Owner/operator,Metrojet,Registration,EI-ETJ,MSN,663,Year of manufacture,1997,Total airframe hrs,56000 hours,Cycles,21000 flights,Engine model,IAE V2533-A5,Fatalities,Fatalities: 224 / Occupants: 224,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Unlawful Interference,Location,ca 50 km SE of Hasna, North Sinai -  ,"	   Egypt",Phase,En route,Nature,Passenger - Non-Scheduled/charter/Air Taxi,Departure airport,Sharm el Sheikh International Airport (SSH/HESH),Destination airport,Saint Petersburg-Pulkovo Airport (LED/ULLI),Confidence Rating,Information verified through data from accident investigation authorities,,,,,
19/03/2016,Time,3:42,Type,Boeing 737-8KN (WL),Owner/operator,flydubai,Registration,A6-FDN,MSN,40241/3517,Year of manufacture,2010,Total airframe hrs,21257 hours,Cycles,9421 flights,Engine model,CFMI CFM56-7B27,Fatalities,Fatalities: 62 / Occupants: 62,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Rostov Airport (ROV) -  ,"	   Russia",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Dubai Airport (DXB/OMDB),Destination airport,URRR,Investigating agency,MAK,Confidence Rating,Accident investigation report completed and information captured,,,,
19/05/2016,Time,2:36,Type,Airbus A320-232,Owner/operator,EgyptAir,Registration,SU-GCC,MSN,2088,Year of manufacture,2003,Total airframe hrs,48052 hours,Cycles,20773 flights,Engine model,IAE V2527-A5,Fatalities,Fatalities: 66 / Occupants: 66,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,ca 200 km N of Egyptian coast -  ,"	   Mediterranean Sea",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Paris-Charles de Gaulle Airport (CDG/LFPG),Destination airport,Cairo International Airport (CAI/HECA),Investigating agency,ECAA,Confidence Rating,Accident investigation report completed and information captured,,,,
28/11/2016,Time,21:58,Type,Avro RJ85,Owner/operator,LaMia,Registration,CP-2933,MSN,E2348,Year of manufacture,1999,Total airframe hrs,21640 hours,Cycles,19737 flights,Engine model,Lycoming LF507-1F,Fatalities,Fatalities: 71 / Occupants: 77,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,18 km S of Rionegro/Medellín-José María Córdova Airport (MDE) -  ,"	   Colombia",Phase,En route,Nature,Passenger - Non-Scheduled/charter/Air Taxi,Departure airport,Santa Cruz-Viru Viru International Airport (VVI/SLVR),Destination airport,Rionegro/Medellín-José María Córdova Airport (MDE/SKRG),Investigating agency,Aerocivil,Confidence Rating,Accident investigation report completed and information captured,,,,
25/12/2016,Time,5:27,Type,Tupolev Tu-154B-2,Owner/operator,Russian Air Force,Registration,RA-85572,MSN,83A572,Year of manufacture,1983,Total airframe hrs,6689 hours,Engine model,Kuznetsov NK-8-2U,Fatalities,Fatalities: 92 / Occupants: 92,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,1,6 km SW off Adler -  ,"	   Russia",Phase,Initial climb,Nature,Military,Departure airport,Adler/Sochi Airport (AER/URSS),Destination airport,Latakia-Khmeimim Air Base (LTK/OSLK),Confidence Rating,Information is only available from news, social media or unofficial sources,,,,,,
07/06/2017,Time,13:35,Type,Shaanxi Y-8F-200W,Owner/operator,Tatmadaw Lei (Myanmar Air Force),Registration,5820,MSN,,Year of manufacture,2016,Total airframe hrs,809 hours,Engine model,Zhuzhou WJ6,Fatalities,Fatalities: 122 / Occupants: 122,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,off Dawei -  ,"	   Myanmar",Phase,En route,Nature,Military,Departure airport,Myeik Airport (MGZ/VYME),Destination airport,Yangon-Mingaladon Airport (RGN/VYYY),,,,,,,,,,
11/02/2018,Time,14:27,Type,Antonov An-148-100B,Owner/operator,Saratov Airlines,Registration,RA-61704,MSN,27015040004,Year of manufacture,2010,Total airframe hrs,16249 hours,Cycles,8397 flights,Engine model,Progress D-436-148,Fatalities,Fatalities: 71 / Occupants: 71,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,near Stepanovskoye, Ramenskoye district -  ,"	   Russia",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Moskva-Domodedovo Airport (DME/UUDD),Destination airport,Orsk Airport (OSW/UWOR),Investigating agency,MAK,Confidence Rating,Accident investigation report completed and information captured,,,
18/02/2018,Time,9:32,Type,ATR 72-212,Owner/operator,Iran Aseman Airlines,Registration,EP-ATS,MSN,391,Year of manufacture,1993,Total airframe hrs,28857 hours,Cycles,28497 flights,Engine model,P&W Canada PW126,Fatalities,Fatalities: 66 / Occupants: 66,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,15 km NE of Yasuj Airport (YES) -  ,"	   Iran",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Tehran-Mehrabad Airport (THR/OIII),Destination airport,Yasuj Airport (YES/OISY),Investigating agency,AAIB Iran,Confidence Rating,Accident investigation report completed and information captured,,,,
12/03/2018,Time,14:19,Type,de Havilland Canada DHC-8-402Q Dash 8,Owner/operator,US-Bangla Airlines,Registration,S2-AGU,MSN,4041,Year of manufacture,2001,Total airframe hrs,21419 hours,Cycles,28649 flights,Engine model,Pratt & Whitney Canada PW150A,Fatalities,Fatalities: 51 / Occupants: 71,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,Kathmandu-Tribhuvan Airport (KTM) -  ,"	   Nepal",Phase,Landing,Nature,Passenger - Scheduled,Departure airport,Dhaka-Shahjalal International Airport (DAC/VGHS),Destination airport,Kathmandu-Tribhuvan Airport (KTM/VNKT),Investigating agency,Nepal AAIC,Confidence Rating,Accident investigation report completed and information captured,,,,
11/04/2018,Time,8:00,Type,Ilyushin Il-76TD,Owner/operator,Al Quwwat al-Jawwiya al-Jaza'eriya,Registration,7T-WIV,MSN,1043419649,Year of manufacture,1994,Fatalities,Fatalities: 257 / Occupants: 257,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,near Boufarik Air Base -  ,"	   Algeria",Phase,Initial climb,Nature,Military,Departure airport,Boufarik Air Base (DAAK),Destination airport,Tindouf Airport (TIN/DAOF),Confidence Rating,Information is only available from news, social media or unofficial sources,,,,,,,,,,,
18/05/2018,Time,12:10,Type,Boeing 737-201 Advanced,Owner/operator,Cubana de Aviación, lsf Global Air,Registration,XA-UHZ,MSN,21816/592,Year of manufacture,1979,Total airframe hrs,69596 hours,Cycles,70651 flights,Engine model,Pratt & Whitney JT8D-17,Fatalities,Fatalities: 112 / Occupants: 113,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,1 km E of Havana-José Martí International Airport (HAV/MUHA) -  ,"	   Cuba",Phase,Take off,Nature,Passenger - Scheduled,Departure airport,Havana-José Martí International Airport (HAV/MUHA),Destination airport,Holguín-Frank Pais Airport (HOG/MUHG),Investigating agency,CEIAA,Confidence Rating,Accident investigation report completed and information captured,,,
29/10/2018,Time,6:30,Type,Boeing 737 MAX 8,Owner/operator,Lion Air,Registration,PK-LQP,MSN,43000/7058,Year of manufacture,2018,Total airframe hrs,895 hours,Cycles,443 flights,Engine model,CFMI LEAP-1B25,Fatalities,Fatalities: 189 / Occupants: 189,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,15 km N off Tanjung Bungin -  ,"	   Indonesia",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Jakarta-Soekarno-Hatta International Airport (CGK/WIII),Destination airport,Pangkal Pinang Airport (PGK/WIKK),Investigating agency,NTSC,Confidence Rating,Accident investigation report completed and information captured,,,,
10/03/2019,Time,8:44,Type,Boeing 737 MAX 8,Owner/operator,Ethiopian Airlines,Registration,ET-AVJ,MSN,62450/7243,Year of manufacture,2018,Total airframe hrs,1330 hours,Cycles,382 flights,Engine model,CFMI LEAP-1B,Fatalities,Fatalities: 157 / Occupants: 157,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,50 km ESE of Addis Ababa-Bole Airport (ADD) -  ,"	   Ethiopia",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Addis Ababa-Bole Airport (ADD/HAAB),Destination airport,Nairobi-Jomo Kenyatta International Airport (NBO/HKJK),Investigating agency,AAIB Ethiopia,Confidence Rating,Accident investigation report completed and information captured,,,,
08/01/2020,Time,6:18,Type,Boeing 737-8KV (WL),Owner/operator,Ukraine International Airlines,Registration,UR-PSR,MSN,38124/5977,Year of manufacture,2016,Engine model,CFMI CFM56-7B24E,Fatalities,Fatalities: 176 / Occupants: 176,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Unlawful Interference,Location,near Sabashahr -  ,"	   Iran",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Tehran-Imam Khomeini International Airport (IKA/OIIE),Destination airport,Kyiv-Borispol Airport (KBP/UKBB),Investigating agency,AAIB Iran,Confidence Rating,Accident investigation report completed and information captured,,,,,,,,
22/05/2020,Time,14:40,Type,Airbus A320-214,Owner/operator,Pakistan International Airlines - PIA,Registration,AP-BLD,MSN,2274,Year of manufacture,2004,Total airframe hrs,47124 hours,Cycles,25860 flights,Engine model,CFMI CFM56-5B4/P,Fatalities,Fatalities: 97 / Occupants: 99,Other fatalities,1,Aircraft damage,Destroyed, written off,Category,Accident,Location,1,4 km E of Karachi-Jinnah International Airport (KHI) -  ,"	   Pakistan",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Lahore-Allama Iqbal International Airport (LHE/OPLA),Destination airport,Karachi-Jinnah International Airport (KHI/OPKC),Investigating agency,PakCAA,Confidence Rating,Accident investigation report completed and information captured,,,
09/01/2021,Time,14:40,Type,Boeing 737-524 (WL),Owner/operator,Sriwijaya Air,Registration,PK-CLC,MSN,27323/2616,Year of manufacture,1994,Total airframe hrs,62983 hours,Cycles,40383 flights,Engine model,CFMI CFM56-3B1,Fatalities,Fatalities: 62 / Occupants: 62,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,19 km NE of Jakarta-Soekarno-Hatta International Airport (CGK) -  ,"	   Indonesia",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Jakarta-Soekarno-Hatta International Airport (CGK/WIII),Destination airport,Pontianak-Supadio Airport (PNK/WIOO),Investigating agency,NTSC,Confidence Rating,Accident investigation report completed and information captured,,,,
04/07/2021,Time,11:30,Type,Lockheed C-130H Hercules,Owner/operator,Hukbong Himpapawid ng Pilipinas (Philippine Air Force),Registration,5125,MSN,5125,Year of manufacture,1988,Fatalities,Fatalities: 50 / Occupants: 96,Other fatalities,3,Aircraft damage,Destroyed, written off,Category,Accident,Location,Patikul, Sulu -  ,"	   Philippines",Phase,Landing,Nature,Military,Departure airport,Cagayan de Oro-Lumbia Airport (CGY/RPML),Destination airport,Jolo Airport (JOL/RPMJ),Confidence Rating,Information is only available from news, social media or unofficial sources,,,,,,,,,,
21/03/2022,Time,6:22,Type,Boeing 737-89P (WL),Owner/operator,China Eastern Airlines,Registration,B-1791,MSN,41474/5453,Year of manufacture,2015,Engine model,CFMI CFM56-7B26E,Fatalities,Fatalities: 132 / Occupants: 132,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,20 km SW of Wuzhou, Tengxian County -  ,"	   China",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Kunming Changshui International Airport (KMG/ZPPP),Destination airport,Guangzhou Baiyun International Airport (CAN/ZGGG),Investigating agency,CAAC,Confidence Rating,Information verified through data from accident investigation authorities,,,,,,,
15/01/2023,Time,10:57,Type,ATR 72-500 (72-212A),Owner/operator,Yeti Airlines,Registration,9N-ANC,MSN,754,Year of manufacture,2007,Engine model,P&W Canada PW127,Fatalities,Fatalities: 72 / Occupants: 72,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,2 km WNW of Pokhara International Airport (VNPR) -  ,"	   Nepal",Phase,Approach,Nature,Passenger - Scheduled,Departure airport,Kathmandu-Tribhuvan Airport (KTM/VNKT),Destination airport,Pokhara International Airport (VNPR),Investigating agency,Nepal AAIC,Confidence Rating,Accident investigation report completed and information captured,,,,,,,,
09/08/2024,Time,c. 13:22 LT,Type,ATR 72-500 (72-212A),Owner/operator,Voepass Linhas Aéreas,Registration,PS-VPB,MSN,908,Total airframe hrs,17359 hours,Cycles,9593 flights,Engine model,P&W Canada PW127,Fatalities,Fatalities: 62 / Occupants: 62,Other fatalities,0,Aircraft damage,Destroyed, written off,Category,Accident,Location,near Vinhedo, SP -  ,"	   Brazil",Phase,En route,Nature,Passenger - Scheduled,Departure airport,Cascavel Airport, PR (CAC/SBCA),Destination airport,São Paulo-Guarulhos International Airport, SP (GRU/SBGR),Investigating agency,CENIPA,Confidence Rating,Information verified through data from accident investigation authorities,,,
29/12/2024,Time,09:05 LT,Type,Boeing 737-8AS (WL),Owner/operator,Jeju Air,Registration,HL8088,MSN,37541/3012,Year of manufacture,2009,Engine model,CFMI CFM56-7B,Fatalities,Fatalities: 179 / Occupants: 181,Other fatalities,0,Aircraft damage,Destroyed,Category,Accident,Location,Muan International Airport (MWX/RKJB) -  ,"	   South Korea",Phase,Landing,Nature,Passenger - Non-Scheduled/charter/Air Taxi,Departure airport,Bangkok-Suvarnabhumi International Airport (BKK/VTBS),Destination airport,Muan International Airport (MWX/RKJB),Investigating agency,ARAIB,Confidence Rating,Information verified through data from accident investigation authorities,,,,,,,,,
